from,to,fromModule,toModule,Distance
FORSAVRPA,SAVINGSRPA,Economy,Economy,0
POP,SDEATH,Demography,Demography,1
CLNEED,SDEATH,Demography,Demography,22
clsexp,SDEATH,Demography,Demography,22
CLAVAL,SDEATH,Agriculture,Demography,25
agon,SDEATH,Agriculture,Demography,25
GDPPCP,SFECONDEV,Economy,Sociopolitical,1
GDPR,SFECONDEV,Economy,Sociopolitical,1
POPR,SFECONDEV,Demography,Sociopolitical,1
LIFEXP,SFECONDEV,Demography,Sociopolitical,1
DEMOCPOLITY,SFIMBAL,Sociopolitical,Sociopolitical,1
LIFEXP,SFIMBAL,Demography,Sociopolitical,1
YTHBULGE,SFIMBAL,Demography,Sociopolitical,1
GDPPCP,SFIMBAL,Economy,Sociopolitical,4
sfusehist,SFINSTABALL,Sociopolitical,Sociopolitical,288
GDPPCP,SFINSTABALL,Economy,Sociopolitical,5
DEMOCPOLITY,SFINSTABALL,Sociopolitical,Sociopolitical,11
INFMOR,SFINSTABALL,Demography,Sociopolitical,13
X,SFINSTABALL,Economy,Sociopolitical,12
M,SFINSTABALL,Economy,Sociopolitical,12
GDP,SFINSTABALL,Economy,Sociopolitical,12
EDYRSAG15,SFINSTABALL,Education,Sociopolitical,9
WPOP,SFINSTABALL,Demography,Sociopolitical,14
POP,SFINSTABALL,Demography,Sociopolitical,15
sfconv,SFINSTABALL,Demography,Sociopolitical,0
sfusehist,SFINSTABMAG,Sociopolitical,Sociopolitical,291
GDPPCP,SFINSTABMAG,Economy,Sociopolitical,5
DEMOCPOLITY,SFINSTABMAG,Sociopolitical,Sociopolitical,17
INFMOR,SFINSTABMAG,Demography,Sociopolitical,19
X,SFINSTABMAG,Economy,Sociopolitical,18
M,SFINSTABMAG,Economy,Sociopolitical,18
GDP,SFINSTABMAG,Economy,Sociopolitical,18
EDYRSAG15,SFINSTABMAG,Education,Sociopolitical,15
WPOP,SFINSTABMAG,Demography,Sociopolitical,20
POP,SFINSTABMAG,Demography,Sociopolitical,21
sfconv,SFINSTABMAG,Demography,Sociopolitical,0
sfintlwaradd,SFINTLWARALL,Sociopolitical,Sociopolitical,0
sfmassrep,SFINTLWARALL,Other,Sociopolitical,0
GDPPCP,SFINTLWARALL,Economy,Sociopolitical,1
wpextinterv,SFINTLWARALL,Interstate,Sociopolitical,1
DEMOCPOLITY,SFINTLWARALL,Sociopolitical,Sociopolitical,13
YTHBULGE,SFINTLWARALL,Demography,Sociopolitical,9
GDPR,SFINTLWARALL,Economy,Sociopolitical,6
igdpr,SFINTLWARALL,Economy,Sociopolitical,367
INFMOR,SFINTLWARALL,Demography,Sociopolitical,5
X,SFINTLWARALL,Economy,Sociopolitical,27
M,SFINTLWARALL,Economy,Sociopolitical,27
GDP,SFINTLWARALL,Economy,Sociopolitical,27
EDYRSAG15,SFINTLWARALL,Education,Sociopolitical,24
sfconv,SFINTLWARALL,Demography,Sociopolitical,0
sfusehist,SFINTLWARALL,Sociopolitical,Sociopolitical,0
SFINTLWARALL,SFINTLWARMAG,Sociopolitical,Sociopolitical,0
sfusehist,SFINTLWARMAG,Sociopolitical,Sociopolitical,316
SVDTHSSOCIETALVIOLENCETOT,SOCIETALVIOLENCEDEATHS,Other,Other,0
svmulm,SOCIETALVIOLENCEDEATHS,Other,Other,0
POP,SOCIETALVIOLENCEDEATHS,Demography,Other,17
HHGOVSS,SSWELTAX,Economy,Economy,0
FIRMGOVSS,SSWELTAX,Economy,Economy,0
govrevtrgtval,SSWELTAXR,Economy,Economy,11
govrevtrgtyr,SSWELTAXR,Economy,Economy,11
HHTAX,SSWELTAXR,Economy,Economy,13
FIRMTAX,SSWELTAXR,Economy,Economy,13
INDIRECTTAX,SSWELTAXR,Economy,Economy,13
HHGOVSS,SSWELTAXR,Economy,Economy,14
FIRMGOVSS,SSWELTAXR,Economy,Economy,14
VADD,SSWELTAXR,Economy,Economy,1062
WP,SSWELTAXR,Economy,Economy,1062
GDP,SSWELTAXR,Economy,Economy,1368
taxinfadjm,SSWELTAXR,Economy,Economy,3
GDPSHADOWSHR,SSWELTAXR,Economy,Economy,269
gdpshadowon,SSWELTAXR,Interstate,Economy,269
GDPPCP,SSWELTAXR,Economy,Economy,272
PFD,ST,Economy,Economy,0
MS,ST,Economy,Economy,0
CS,ST,Economy,Economy,1
INVS,ST,Economy,Economy,1
GS,ST,Economy,Economy,1
XS,ST,Economy,Economy,1
dstl,ST,Economy,Economy,0
ZS,ST,Economy,Economy,1
FSTOCK,ST,Agriculture,Economy,0
WAP,ST,Agriculture,Economy,326
ENST,ST,Energy,Economy,0
WEPBYEAR,ST,Energy,Economy,252
LABEMPS,ST,Economy,Economy,10
VADD,ST,Economy,Economy,10
GDPPCP,ST,Economy,Economy,11
survseadd,SURVSE,Sociopolitical,Sociopolitical,0
mprconv,SURVSE,Sociopolitical,Sociopolitical,1
cultshse,SURVSE,Sociopolitical,Sociopolitical,4
CULTREG,SURVSE,Sociopolitical,Sociopolitical,4
GDPPCP,SURVSE,Economy,Sociopolitical,6
SVDTHSCHILTOT,SVDTHSCHIL,Other,Other,0
POP,SVDTHSCHIL,Demography,Other,12
svmulm,SVDTHSCHIL,Other,Other,0
GINIDOM,SVDTHSCHIL,Sociopolitical,Other,1
YTHBULGE,SVDTHSCHIL,Demography,Other,1
SVDTHSOTHERINTERPERSON,SVDTHSCHIL,Other,Other,5
SVDTHSWOMEN,SVDTHSCHIL,Other,Other,5
SVDTHSCONFLICT,SVDTHSCHIL,Other,Other,5
SVDTHSPOLICS,SVDTHSCHIL,Other,Other,5
SVDTHSSELFHARM,SVDTHSCHIL,Other,Other,5
SVDTHSCHIL,SVDTHSCHILTOT,Other,Other,0
svdthsadd,SVDTHSCHILTOT,Other,Other,0
POP,SVDTHSCHILTOT,Demography,Other,4
SVDTHSCONFLICTTOT,SVDTHSCONFLICT,Other,Other,0
POP,SVDTHSCONFLICT,Demography,Other,11
svmulm,SVDTHSCONFLICT,Other,Other,0
SFINTLWARALL,SVDTHSCONFLICT,Sociopolitical,Other,2
SVDTHSOTHERINTERPERSON,SVDTHSCONFLICT,Other,Other,1
SVDTHSWOMEN,SVDTHSCONFLICT,Other,Other,1
SVDTHSCHIL,SVDTHSCONFLICT,Other,Other,1
SVDTHSPOLICS,SVDTHSCONFLICT,Other,Other,1
SVDTHSSELFHARM,SVDTHSCONFLICT,Other,Other,1
SVDTHSCONFLICT,SVDTHSCONFLICTTOT,Other,Other,0
svdthsadd,SVDTHSCONFLICTTOT,Other,Other,0
POP,SVDTHSCONFLICTTOT,Demography,Other,9
SVDTHSOTHERINTERTOT,SVDTHSOTHERINTERPERSON,Other,Other,0
POP,SVDTHSOTHERINTERPERSON,Demography,Other,12
svmulm,SVDTHSOTHERINTERPERSON,Other,Other,0
GINIDOM,SVDTHSOTHERINTERPERSON,Sociopolitical,Other,2
YTHBULGE,SVDTHSOTHERINTERPERSON,Demography,Other,2
SVDTHSWOMEN,SVDTHSOTHERINTERPERSON,Other,Other,2
SVDTHSCHIL,SVDTHSOTHERINTERPERSON,Other,Other,2
SVDTHSCONFLICT,SVDTHSOTHERINTERPERSON,Other,Other,2
SVDTHSPOLICS,SVDTHSOTHERINTERPERSON,Other,Other,2
SVDTHSSELFHARM,SVDTHSOTHERINTERPERSON,Other,Other,2
SVDTHSOTHERINTERPERSON,SVDTHSOTHERINTERTOT,Other,Other,0
svdthsadd,SVDTHSOTHERINTERTOT,Other,Other,0
POP,SVDTHSOTHERINTERTOT,Demography,Other,4
SVDTHSPOLICSTOT,SVDTHSPOLICS,Other,Other,0
POP,SVDTHSPOLICS,Demography,Other,13
svmulm,SVDTHSPOLICS,Other,Other,0
SVDTHSOTHERINTERPERSON,SVDTHSPOLICS,Other,Other,2
GOVCORRUPT,SVDTHSPOLICS,Economy,Other,2
SVDTHSWOMEN,SVDTHSPOLICS,Other,Other,6
SVDTHSCHIL,SVDTHSPOLICS,Other,Other,6
SVDTHSCONFLICT,SVDTHSPOLICS,Other,Other,6
SVDTHSSELFHARM,SVDTHSPOLICS,Other,Other,6
SVDTHSPOLICS,SVDTHSPOLICSTOT,Other,Other,0
svdthsadd,SVDTHSPOLICSTOT,Other,Other,0
POP,SVDTHSPOLICSTOT,Demography,Other,5
SVDTHSSELFHARMTOT,SVDTHSSELFHARM,Other,Other,0
POP,SVDTHSSELFHARM,Demography,Other,16
svmulm,SVDTHSSELFHARM,Other,Other,0
SVDTHSWOMENCHILDREN,SVDTHSSELFHARM,Other,Other,2
svvionormsw,SVDTHSSELFHARM,Other,Other,0
svtohlsw,SVDTHSSELFHARM,Other,Other,0
SVDTHSOTHERINTERPERSON,SVDTHSSELFHARM,Other,Other,7
SVDTHSWOMEN,SVDTHSSELFHARM,Other,Other,7
SVDTHSCHIL,SVDTHSSELFHARM,Other,Other,7
SVDTHSCONFLICT,SVDTHSSELFHARM,Other,Other,7
SVDTHSPOLICS,SVDTHSSELFHARM,Other,Other,7
SVDTHSSELFHARM,SVDTHSSELFHARMTOT,Other,Other,0
svdthsadd,SVDTHSSELFHARMTOT,Other,Other,0
POP,SVDTHSSELFHARMTOT,Demography,Other,8
SVDTHSOTHERINTERTOT,SVDTHSSOCIETALVIOLENCETOT,Other,Other,0
SVDTHSPOLICSTOT,SVDTHSSOCIETALVIOLENCETOT,Other,Other,0
SVDTHSCHILTOT,SVDTHSSOCIETALVIOLENCETOT,Other,Other,0
SVDTHSWOMENTOT,SVDTHSSOCIETALVIOLENCETOT,Other,Other,0
SVDTHSSELFHARMTOT,SVDTHSSOCIETALVIOLENCETOT,Other,Other,0
SVDTHSCONFLICTTOT,SVDTHSSOCIETALVIOLENCETOT,Other,Other,0
svdthsadd,SVDTHSSOCIETALVIOLENCETOT,Other,Other,0
SVDTHSWOMENTOT,SVDTHSWOMEN,Other,Other,0
POP,SVDTHSWOMEN,Demography,Other,14
svmulm,SVDTHSWOMEN,Other,Other,0
GINIDOM,SVDTHSWOMEN,Sociopolitical,Other,1
YTHBULGE,SVDTHSWOMEN,Demography,Other,1
SVDTHSOTHERINTERPERSON,SVDTHSWOMEN,Other,Other,4
SVDTHSCHIL,SVDTHSWOMEN,Other,Other,4
SVDTHSCONFLICT,SVDTHSWOMEN,Other,Other,4
SVDTHSPOLICS,SVDTHSWOMEN,Other,Other,4
SVDTHSSELFHARM,SVDTHSWOMEN,Other,Other,4
svmulm,SVDTHSWOMENCHILDREN,Other,Other,0
GINIDOM,SVDTHSWOMENCHILDREN,Sociopolitical,Other,4
YTHBULGE,SVDTHSWOMENCHILDREN,Demography,Other,4
POP,SVDTHSWOMENCHILDREN,Demography,Other,7
SVDTHSOTHERINTERPERSON,SVDTHSWOMENCHILDREN,Other,Other,3
SVDTHSWOMEN,SVDTHSWOMENCHILDREN,Other,Other,3
SVDTHSCHIL,SVDTHSWOMENCHILDREN,Other,Other,3
SVDTHSCONFLICT,SVDTHSWOMENCHILDREN,Other,Other,3
SVDTHSPOLICS,SVDTHSWOMENCHILDREN,Other,Other,3
SVDTHSSELFHARM,SVDTHSWOMENCHILDREN,Other,Other,3
SVDTHSWOMEN,SVDTHSWOMENTOT,Other,Other,0
svdthsadd,SVDTHSWOMENTOT,Other,Other,0
POP,SVDTHSWOMENTOT,Demography,Other,6
GOVREV,TAXRA,Economy,Economy,0
GDPRPA,TAXRA,Economy,Economy,565
elasit,TAXRA,Economy,Economy,565
VADD,TAXRA,Economy,Economy,2000
WP,TAXRA,Economy,Economy,2000
GDP,TAXRA,Economy,Economy,2306
CLIMECONIMP,TEFF,Environment,Economy,2
climeconimpstk,TEFF,Environment,Economy,2
tefinfadjm,TEFF,Economy,Economy,441
MFPRATE,TEFF,Economy,Economy,444
MFPKN,TEFF,Economy,Economy,444
GDPSHADOWSHR,TEFF,Economy,Economy,458
gdpshadowon,TEFF,Interstate,Economy,458
MFPHC,TEFF,Economy,Economy,448
MFPSC,TEFF,Economy,Economy,448
MFPPC,TEFF,Economy,Economy,448
MFPCORS,TEFF,Economy,Economy,611
mfpconv,TEFF,Economy,Economy,468
GDPPCP,TEFF,Economy,Economy,461
LABINFORMSHR,TEFF,Economy,Economy,455
GDPINFORMSHR,TEFF,Economy,Economy,457
XS,TERMTR,Economy,Economy,29
PRI,TERMTR,Economy,Economy,29
nsdiv,TERMTR,Economy,Economy,29
EXRATE,TERMTR,Economy,Economy,34
termtrm,TERMTR,Economy,Economy,34
GDPPC,TERMTR,Economy,Economy,1042
CARANN,TES,Environment,Environment,0
GDP,TES,Economy,Environment,0
ifsexomodelid,TFR,Other,Demography,0
tfrmin,TFR,Demography,Demography,35
hltfrconv,TFR,Other,Demography,0
hltfragestop,TFR,Other,Demography,13
I,TFR,Economy,Demography,357
DEATHS,TFR,Demography,Demography,357
POP,TFR,Demography,Demography,357
hltfrpeaklevel,TFR,Other,Demography,11
hltfragepeak,TFR,Other,Demography,12
hltfragehalflife,TFR,Other,Demography,10
migrateinm,TFR,Demography,Demography,423
migratebalancesw,TFR,Economy,Demography,385
contiguity,TFR,Interstate,Demography,453
hltfrageinit,TFR,Other,Demography,14
migrateoutm,TFR,Demography,Demography,424
tfrm,TFR,Demography,Demography,0
tfrconv,TFR,Demography,Demography,2
MIGRANTS,TFR,Demography,Demography,361
POP15TO65,TFR,Demography,Demography,361
POPFOREIGNIN,TFR,Demography,Demography,361
ttfrr,TFR,Demography,Demography,0
EDYRSAG15,TFR,Education,Demography,6
CONTRUSE,TFR,Demography,Demography,6
INFMOR,TFR,Demography,Demography,7
eltfrcon,TFR,Demography,Demography,0
GDPPCP,TFR,Economy,Demography,19
POWER,THREAT,Interstate,Interstate,22
GOVRISK,THREAT,Other,Interstate,20
WATUSE,THREAT,Other,Interstate,19
watres,THREAT,Other,Interstate,19
WENP,THREAT,Energy,Interstate,16
RESER,THREAT,Energy,Interstate,16
WRESER,THREAT,Energy,Interstate,16
I,THREAT,Economy,Interstate,34
DEMOCPOLITY,THREAT,Sociopolitical,Interstate,32
M,THREAT,Economy,Interstate,29
X,THREAT,Economy,Interstate,29
GDP,THREAT,Economy,Interstate,29
GOVEMBED,THREAT,Other,Interstate,31
wpthrconv,THREAT,Interstate,Interstate,0
terdispute,THREAT,Interstate,Interstate,20
wpterdisp,THREAT,Interstate,Interstate,20
glocom,THREAT,Interstate,Interstate,44
wpcommun,THREAT,Interstate,Interstate,44
wpdemmin,THREAT,Interstate,Interstate,17
wpdemdist,THREAT,Interstate,Interstate,14
ally,THREAT,Interstate,Interstate,8
wpally,THREAT,Interstate,Interstate,8
wpsysgr,THREAT,Interstate,Interstate,31
wpgreat1,THREAT,Interstate,Interstate,22
wpgreat2,THREAT,Interstate,Interstate,22
wppowtran2,THREAT,Interstate,Interstate,12
wppowtran1,THREAT,Interstate,Interstate,12
WGDP,THREAT,Economy,Interstate,34
wpgreatthresh,THREAT,Interstate,Interstate,24
wpgreatlev,THREAT,Interstate,Interstate,24
wpcon,THREAT,Interstate,Interstate,42
wpconsq,THREAT,Interstate,Interstate,42
wptrade,THREAT,Interstate,Interstate,38
WTRADE,THREAT,Economy,Interstate,38
wpconmin,THREAT,Interstate,Interstate,43
wpconmax,THREAT,Interstate,Interstate,43
PCONGREAT,THREAT,Interstate,Interstate,43
THREAT,THREATREC,Interstate,Interstate,0
THREAT,THREATSENT,Interstate,Interstate,0
XRPA,TRADEBAL,Economy,Economy,0
MRPA,TRADEBAL,Economy,Economy,0
tradsratadd,TRADSRAT,Sociopolitical,Sociopolitical,0
mprconv,TRADSRAT,Sociopolitical,Sociopolitical,1
cultshts,TRADSRAT,Sociopolitical,Sociopolitical,4
CULTREG,TRADSRAT,Sociopolitical,Sociopolitical,4
GDPPCP,TRADSRAT,Economy,Sociopolitical,6
TRUCKSTOT,TRUCKS,Infrastructure,Infrastructure,0
trucksm,TRUCKS,Infrastructure,Infrastructure,0
trucksconv,TRUCKS,Infrastructure,Infrastructure,1
POP,TRUCKS,Demography,Infrastructure,6
TRUCKSTOT,TRUCKSALPC,Infrastructure,Infrastructure,0
POP,TRUCKSALPC,Demography,Infrastructure,0
GDPPCP,TRUCKSFL,Economy,Infrastructure,0
TRUCKSTOT,TRUCKSFL,Infrastructure,Infrastructure,24
TRUCKSFL,TRUCKSFLPC,Infrastructure,Infrastructure,0
POP,TRUCKSFLPC,Demography,Infrastructure,0
truckstotm,TRUCKSTOT,Infrastructure,Infrastructure,0
trucksconv,TRUCKSTOT,Infrastructure,Infrastructure,0
GDP,TRUCKSTOT,Economy,Infrastructure,4
GDPPCP,TRUCKSTOT,Economy,Infrastructure,6
TRADSRAT,TRUCKSTOT,Sociopolitical,Infrastructure,6
POP,TRUCKSTOT,Demography,Infrastructure,0
SURVSE,TRUCKSTOT,Sociopolitical,Infrastructure,2
agon,VADD,Agriculture,Economy,0
enon,VADD,Energy,Economy,0
squeez,VADD,Energy,Economy,2
CAPUT,VADD,Economy,Economy,0
caputtar,VADD,Economy,Economy,0
ZS,VADD,Economy,Economy,0
ENRGDP,VADD,Energy,Economy,7
GDPPC,VADD,Economy,Economy,706
CLIMECONIMP,VADD,Environment,Economy,0
climeconimpsw,VADD,Environment,Economy,0
KS,VADD,Economy,Economy,2
LABS,VADD,Economy,Economy,1
tefinfadjm,VADD,Economy,Economy,394
CDALF,VADD,Economy,Economy,4
MFPRATE,VADD,Economy,Economy,397
MFPKN,VADD,Economy,Economy,397
GDPSHADOWSHR,VADD,Economy,Economy,411
gdpshadowon,VADD,Interstate,Economy,411
MFPHC,VADD,Economy,Economy,401
MFPSC,VADD,Economy,Economy,401
MFPPC,VADD,Economy,Economy,401
salpha,VADD,Economy,Economy,204
GDPP,VADD,Economy,Economy,593
igdpr,VADD,Economy,Economy,593
POP,VADD,Demography,Economy,593
POPR,VADD,Demography,Economy,593
MFPCORS,VADD,Economy,Economy,564
mfpconv,VADD,Economy,Economy,421
GDPPCP,VADD,Economy,Economy,414
LABINFORMSHR,VADD,Economy,Economy,408
GDPINFORMSHR,VADD,Economy,Economy,410
VADDHHU,VADDF,Economy,Economy,0
VADDHHS,VADDF,Economy,Economy,0
VADD,VADDF,Economy,Economy,979
WP,VADDF,Economy,Economy,979
CDALF,VADDHHS,Economy,Economy,0
LABWAGEIND,VADDHHS,Economy,Economy,0
labwageincfac,VADDHHS,Economy,Economy,0
VADDHHU,VADDHHS,Economy,Economy,2
VADD,VADDHHS,Economy,Economy,974
WP,VADDHHS,Economy,Economy,974
GDPPC,VADDHHS,Economy,Economy,756
GDPPCP,VADDHHS,Economy,Economy,5
GDP,VADDHHS,Economy,Economy,0
HHINC,VADDHHS,Economy,Economy,3
CDALF,VADDHHU,Economy,Economy,0
LABWAGEIND,VADDHHU,Economy,Economy,0
labwageincfac,VADDHHU,Economy,Economy,0
VADDHHS,VADDHHU,Economy,Economy,1
VADD,VADDHHU,Economy,Economy,973
WP,VADDHHU,Economy,Economy,973
GDPPC,VADDHHU,Economy,Economy,755
GDPPCP,VADDHHU,Economy,Economy,4
GDP,VADDHHU,Economy,Economy,0
HHINC,VADDHHU,Economy,Economy,1
POP,VEHICFLPC,Demography,Infrastructure,9
LANDAREA,VEHICFLPC,Other,Infrastructure,9
vehicflpcm,VEHICFLPC,Other,Infrastructure,0
GDPPCP,VEHICFLPC,Economy,Infrastructure,98
VEHICFLPC,VEHICLESTOT,Infrastructure,Infrastructure,0
POP,VEHICLESTOT,Demography,Infrastructure,0
fprimt1,WAP,Agriculture,Agriculture,1
fprimt2,WAP,Agriculture,Agriculture,1
AGDEM,WAP,Agriculture,Agriculture,7
AGP,WAP,Agriculture,Agriculture,7
dstl,WAP,Economy,Agriculture,430
FSTOCK,WAP,Agriculture,Agriculture,308
AGX,WAP,Agriculture,Agriculture,53
AGM,WAP,Agriculture,Agriculture,53
FPRI,WAP,Agriculture,Agriculture,1
WATPRICE,WASTEWATERSUPPLY,Energy,Other,101
wastewatertreatedm,WASTEWATERSUPPLY,Other,Other,0
wastewaterportiontreated,WASTEWATERSUPPLY,Other,Other,0
GDPPCP,WASTEWATERSUPPLY,Economy,Other,3
waterefficiencym,WATDEMAND,Other,Other,0
LANDIRAREAACTUAL,WATDEMAND,Other,Other,0
watdemandelas,WATDEMAND,Other,Other,3
WATPRICE,WATDEMAND,Energy,Other,90
VADD,WATDEMAND,Economy,Other,3
INFRAELECPROD,WATDEMAND,Other,Other,9
GDPPCP,WATDEMAND,Economy,Other,15
ENP,WATDEMAND,Energy,Other,12
WATERTOTALSUPPLY,WATDEMAND,Other,Other,17
POP,WATDEMAND,Demography,Other,17
POPURBAN,WATDEMAND,Demography,Other,1
WATSAFE,WATDEMAND,Other,Other,3
waterdesalinatedgr,WATERDESALINATED,Other,Other,0
WATPRICE,WATERDESALINATED,Energy,Other,1
desali,WATERDESALINATED,Energy,Other,1
desald,WATERDESALINATED,Energy,Other,1
watprii,WATERDESALINATED,Energy,Other,2
watprid,WATERDESALINATED,Energy,Other,2
WATERTOTALSUPPLY,WATERDESALINATED,Other,Other,4
WATDEMAND,WATERDESALINATED,Other,Other,6
waterdesalinatedm,WATERDESALINATED,Other,Other,0
waterfilteredm,WATERFILTERED,Other,Other,0
WATERWITHDRAWAL,WATERRESFOSSIL,Other,Other,0
WATERWITHDRAWAL,WATERTOTALSUPPLY,Other,Other,0
WASTEWATERSUPPLY,WATERTOTALSUPPLY,Other,Other,0
WATERDESALINATED,WATERTOTALSUPPLY,Other,Other,0
WATDEMAND,WATERTOTALSUPPLY,Other,Other,185
WATRESEXPLOITRENEW,WATERWITHDRAWAL,Other,Other,0
WATPRICE,WATERWITHDRAWAL,Energy,Other,100
waterwithdrawalm,WATERWITHDRAWAL,Other,Other,0
WATERRESFOSSIL,WATERWITHDRAWAL,Other,Other,0
waterrenewconverge,WATERWITHDRAWAL,Other,Other,0
igdpr,WATERWITHDRAWAL,Economy,Other,0
watprii,WATPRICE,Energy,Energy,4
watprid,WATPRICE,Energy,Energy,4
WATERTOTALSUPPLY,WATPRICE,Other,Energy,6
WATDEMAND,WATPRICE,Other,Energy,8
watresexploitrenewm,WATRESEXPLOITRENEW,Other,Other,0
WASTEWATERSUPPLY,WATRESEXPLOITRENEW,Other,Other,97
POP,WATSAFE,Demography,Other,0
HHSIZE,WATSAFE,Demography,Other,0
watsafetrgtval,WATSAFE,Other,Other,2
watsafetrgtyr,WATSAFE,Other,Other,2
watsafem,WATSAFE,Other,Other,3
GDPPCP,WATSAFE,Economy,Other,20
EDYRSAG25,WATSAFE,Education,Other,20
POPURBAN,WATSAFE,Demography,Other,123
watsafenoconsetar,WATSAFE,Other,Other,1
watsafenoconseyrtar,WATSAFE,Other,Other,1
GDS,WATSAFE,Sociopolitical,Other,211
GDP,WATSAFE,Economy,Other,211
igdpr,WATSAFE,Economy,Other,217
POPR,WATSAFE,Demography,Other,217
POPURBGR,WATSAFE,Demography,Other,214
watsafhldsw,WATSAFE,Other,Other,0
watsafecostm,WATSAFECOST,Other,Other,0
WATSAFE,WATSAFEDEM,Other,Other,0
watsafeimpcostm,WATSAFEIMPCOST,Other,Other,0
WATUSEPC,WATUSE,Other,Other,0
POP,WATUSE,Demography,Other,0
AGP,WATUSEPC,Agriculture,Other,3
POP,WATUSEPC,Demography,Other,3
aglossprodm,WATUSEPC,Agriculture,Other,285
GDPPCP,WATUSEPC,Economy,Other,286
WATWASTETREAT,WATWASTE,Other,Other,0
SANITATION,WATWASTE,Other,Other,0
watwastem,WATWASTE,Other,Other,0
GDPPCP,WATWASTE,Economy,Other,10
POPURBAN,WATWASTE,Demography,Other,11
POP,WATWASTE,Demography,Other,239
POP,WATWASTETREAT,Demography,Other,0
WATWASTE,WATWASTETREAT,Other,Other,0
watwastetreatm,WATWASTETREAT,Other,Other,0
GDPPCP,WATWASTETREAT,Economy,Other,4
watwastetreatsetar,WATWASTETREAT,Other,Other,1
watwastetreatseyrtar,WATWASTETREAT,Other,Other,1
igdpr,WATWASTETREAT,Economy,Other,328
POPR,WATWASTETREAT,Demography,Other,328
watwastetreatcostm,WATWASTETREATCOST,Other,Other,0
WATWASTETREAT,WATWASTETREATDEM,Other,Other,0
WPOP,WCLPC,Demography,Agriculture,0
CLAVAL,WCLPC,Agriculture,Agriculture,2
POP,WCLPC,Demography,Agriculture,417
CPOW,WCPOW,Interstate,Interstate,0
ENP,WENP,Energy,Energy,0
ENPRI,WEP,Energy,Energy,2
ENP,WEP,Energy,Energy,2
WEPBYEAR,WEP,Energy,Energy,179
EXRATE,WEP,Economy,Energy,3
WEP,WEPBYEAR,Energy,Energy,0
LD,WFORST,Agriculture,Agriculture,0
GDP,WGDP,Economy,Economy,0
WGDP,WGDPPC,Economy,Economy,0
WPOP,WGDPPC,Demography,Economy,0
WPOP,WLIFE,Demography,Sociopolitical,0
LIFEXP,WLIFE,Demography,Sociopolitical,0
POP,WLIFE,Demography,Sociopolitical,0
WPOP,WLIT,Demography,Sociopolitical,0
LIT,WLIT,Education,Sociopolitical,0
POP,WLIT,Demography,Sociopolitical,0
NPOW,WNPOW,Interstate,Interstate,0
WORKAGERETIREND,workageretire,Demography,Demography,4
workageretirendpctuse,workageretire,Demography,Demography,4
HHRETIRENEED,workageretire,Economy,Demography,0
CRETIRE,workageretire,Economy,Demography,0
LIFEXP,WORKAGERETIREND,Demography,Demography,0
workageentry,WORKAGERETIREND,Demography,Demography,0
savingsdiscountrt,WORKAGERETIREND,Other,Demography,0
workageretire,WORKAGERETIREND,Demography,Demography,1
agon,WP,Agriculture,Economy,0
enon,WP,Energy,Economy,0
VADD,WP,Economy,Economy,2
WEP,WP,Energy,Economy,0
WAP,WP,Agriculture,Economy,0
PRI,WP,Economy,Economy,1
EXRATE,WP,Economy,Economy,2
ZS,WP,Economy,Economy,96
wpgreatthresh,wpgreatlev,Interstate,Interstate,0
POWER,wpgreatlev,Interstate,Interstate,0
POP,WPOP,Demography,Demography,0
WPOP,WPOPR,Demography,Demography,0
POPR,WPOPR,Demography,Demography,0
POP,WPOPR,Demography,Demography,0
WPOP,WPQLI,Demography,Sociopolitical,0
PQLI,WPQLI,Sociopolitical,Sociopolitical,0
POP,WPQLI,Demography,Sociopolitical,0
RESER,WRESER,Energy,Energy,0
resorm,WRESOR,Energy,Energy,43
resor,WRESOR,Energy,Energy,43
resorunconm,WRESOR,Energy,Energy,43
resoruncon,WRESOR,Energy,Energy,43
envclimsens,WTEMP,Environment,Environment,18
CO2PPM,WTEMP,Environment,Environment,18
THREAT,WTHREAT,Interstate,Interstate,0
WGDP,WTRADE,Economy,Economy,0
MRPA,WTRADE,Economy,Economy,4
XRPA,WTRADE,Economy,Economy,5
XS,X,Economy,Economy,0
XGOVTDEBT,XDEBTRPA,Economy,Economy,0
XFIRMDEBT,XDEBTRPA,Economy,Economy,0
XFDISTOCK,XFDIFIN,Economy,Economy,0
lks,XFDIFIN,Economy,Economy,2
XFDIFIN,XFDIFOUT,Economy,Economy,6
XFDISTOUT,XFDIFOUT,Economy,Economy,0
lks,XFDIFOUT,Economy,Economy,2
elfdilifexp,XFDISTOCK,Economy,Economy,42
WGDP,XFDISTOCK,Economy,Economy,44
xfdiwgradd,XFDISTOCK,Economy,Economy,44
xfdiwgrm,XFDISTOCK,Economy,Economy,44
GDP,XFDISTOCK,Economy,Economy,142
WPOP,XFDISTOCK,Demography,Economy,50
LIFEXP,XFDISTOCK,Demography,Economy,51
POP,XFDISTOCK,Demography,Economy,51
XFDIFIN,XFDISTOCK,Economy,Economy,0
lks,XFDISTOCK,Economy,Economy,0
GDPPOT,XFDISTOCK,Other,Economy,0
xfdistockm,XFDISTOCK,Economy,Economy,1
xfdistockr,XFDISTOCK,Economy,Economy,2
GDPPCP,XFDISTOCK,Economy,Economy,5
XFDISTOCK,xfdistockr,Economy,Economy,0
XFDIFIN,xfdistockr,Economy,Economy,1
